Scenario, Parent, Alias: Default, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Start Year, End Year, Start Period, End Period, Include BegBal, Exchange Table, Aggregation (PL_Alloc), Data Storage (PL_Alloc), Formula (PL_Alloc), Formula Description (PL_Alloc), Aggregation (PL), Data Storage (PL), Formula (PL), Solve Order (PL), Formula Description (PL), Operation
FCST,Scenario,Forecast,store,False,,<none>,<none>,,,unspecified,stored,,,,False,True,e382ac8d-d4b6-45f4-a401-1d0b1e0e0944,FY18,FY18,Aug,Dec,True,,~,store,<none>,,~,store,<none>,0,,
